קוד,Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
2327,MONOLONG 60MG 30 SR CAP,30.0,25.01,34.27,39.75,2011
2399,MONONIT 20MG 30TAB,30.0,6.85,9.38,10.88,2011
2400,MONONIT 40MG 30TAB,30.0,13.71,18.78,21.79,2011
2398,MONONIT RETARD 50MG 30CAPS,30.0,48.32,65.0,75.4,2011
3611,MONUROL 1SACHET,1.0,20.88,28.61,33.19,2011
1600,MORPHINE HCL 5AMP,5.0,13.92,19.08,22.13,2011
4332,MOTILIUM 10MG 30TAB,30.0,11.98,16.41,19.03,2011
1390,MOTILIUM 10MG 6SUPP,6.0,10.03,13.74,15.94,2011
1601,MOXYPEN 250MG 12CAP,12.0,5.7,7.81,9.06,2011
6742,MOXYPEN FTE 250MG 100ML,100.0,12.28,16.83,19.52,2011
1603,MOXYPEN FTE 250MG 60ML,60.0,7.37,10.1,11.71,2011
1602,MOXYPEN FTE500MG10CAP,10.0,8.5,11.65,13.51,2011
2293,MOXYVIT 250MG 10CAP,10.0,4.75,6.51,7.55,2011
2290,MOXYVIT FORTE 10CAP,10.0,8.5,11.65,13.51,2011
2292,MOXYVIT FRTE SUS 60ML,60.0,7.37,10.1,11.71,2011
2291,MOXYVIT SUSP 60ML,60.0,5.53,7.58,8.79,2011
6412,MULTAQ 400MG  60 F.C. TABLETS,60.0,358.06,420.72,488.03,2011
2766,MULTIDERM 30GR,30.0,24.98,34.23,39.7,2011
3718,MUPIROCIN 2% OINT 15GR,15.0,23.69,32.45,37.64,2011
1606,MUSCOL 20TAB,20.0,,,,2011
6734,MUSTARGEN 10MG 4VIALS,4.0,,,,2011
3115,MYCOBUTIN 150MG30CAP,30.0,393.4,462.25,536.21,2011
6545,MYCOPHENOLATE TEVA 500 MG 50 TAB,50.0,437.48,514.04,596.29,2011
1814,MYDRAMIDE DROPS 10CC,10.0,11.5,15.75,18.27,2011
4698,MYFORTIC 180MG 120TAB,120.0,714.74,839.82,974.2,2011
4699,MYFORTIC 360MG 120TAB,120.0,1430.86,1681.26,1950.26,2011
4404,MYLERAN 2MG 100TAB,100.0,106.14,132.67,153.9,2011
6736,MYOZYME 50MG/VIAL,1.0,2645.16,3108.06,3605.35,2011
3773,NABUCO  500MG 20TAB,20.0,15.35,21.02,24.39,2011
4831,NAPRIZIDE 10MG/25MG 30TAB,30.0,14.95,20.48,23.76,2011
4830,NAPRIZIDE 5MG/12.5MG 30TAB,30.0,,,,2011
2493,NAPROXI 500MG 30TAB,30.0,21.31,29.19,33.86,2011
3805,NARAMIG 2.5MG 4TAB,4.0,79.58,107.04,124.16,2011
6441,NASOCORT AQUA 64 MCG/DOSE 120 DOSES NASAL SPRAY,120.0,33.43,45.8,53.13,2011
3704,NASONEX NASAL SPRAY 0.05% 120MS,120.0,44.22,59.48,68.99,2011
6502,NAVELBINE 10 MG/ML SOL FOR INJ,1.0,83.19,111.9,129.8,2011
6504,NAVELBINE 20MG 1CAPSULE,1.0,298.27,350.47,406.55,2011
6500,NAVELBINE 30MG 1CAPSULE,1.0,445.14,523.04,606.73,2011
6503,NAVELBINE 50MG/5ML SOL FOR INJ,1.0,407.52,478.83,555.44,2011
1612,NAXYN 250MG 50TAB,50.0,20.06,27.48,31.87,2011
1610,NAXYN 500MG 12SUPP,12.0,13.44,18.42,21.37,2011
1611,NAXYN 500MG 30TAB,30.0,21.31,29.19,33.86,2011
6081,NEBIDO 1000MG/4ML 1AMP (250 MG/ML IM AMP4ML),1.0,499.44,586.84,680.73,2011
2251,NEOBLOC 100MG 30TAB,30.0,10.75,14.72,17.08,2011
2252,NEOBLOC LONGITABS 200MG 14SR TAB,14.0,17.32,23.73,27.53,2011
1815,NEOCIN DROPS 0.5% 5CC,5.0,,,,2011
100,NEO-MEDROL ACNE 25ML,25.0,,,,2011
3416,NEOMYCINE 500MG 20TAB,20.0,13.0,17.81,20.66,2011
4540,NEOTIGASON 10MG 30CAPS,30.0,89.03,119.74,138.9,2011
4541,NEOTIGASON 25MG 30CAPS,30.0,186.19,232.74,269.97,2011
2768,NERIDERM CREAM 30G,30.0,12.68,17.36,20.14,2011
2888,NERIDERM FATTY 30G,30.0,12.68,17.36,20.14,2011
3686,NERIDERM OINT 30G,30.0,12.68,17.36,20.14,2011
4971,NEULASTIM 6MG/0.6ML PRE-FILED SYR,1.0,5557.42,6529.97,7574.77,2011
811,NEULEPTIL 10MG 50CAP,50.0,27.71,37.96,44.04,2011
812,NEULEPTIL DRPS 4% 30ML,30.0,21.14,28.96,33.59,2011
4134,NEUPOGEN 1 PREFIL.SYR. 30MU/0.5ML,1.0,334.68,393.25,456.16,2011
4135,NEUPOGEN 1 PREFIL.SYR. 48MU/0.5ML,1.0,537.94,632.08,733.22,2011
2843,NEUPOGEN 5VIAL 30MU./1ML,5.0,1783.27,2095.34,2430.6,2011
3334,NEURONTIN 300MG 100CAPS,100.0,105.46,131.82,152.92,2011
3335,NEURONTIN 400MG 100CAPS,100.0,139.51,174.39,202.29,2011
6135,NEXAVAR 200MG 4X28 TAB,112.0,17564.33,20638.09,23940.18,2011
4484,NEXIUM 20MG 28TAB,28.0,69.58,93.59,108.56,2011
4485,NEXIUM 40MG 28TAB,28.0,102.16,127.7,148.14,2011
6443,NEXIUM 40MG/DOSE 10 VIALS,10.0,309.86,364.09,422.34,2011
6237,NIFEDILONG 30MG 30SRTAB,30.0,35.88,49.16,57.03,2011
6238,NIFEDILONG 60MG 30SRTAB,30.0,48.2,64.83,75.2,2011
4462,NIFEDIPINE-TEVA XL 30MG 30TAB,30.0,35.88,49.16,57.03,2011
4461,NIFEDIPINE-TEVA XL 60MG 30TAB,30.0,48.2,64.83,75.2,2011
2439,NIMOTOP 30MG 30TAB,30.0,48.22,64.86,75.24,2011
1614,NIRVAXAL 20TAB,20.0,14.61,20.02,23.22,2011
568,NITRODERM TTS 10 10PATCHES,10.0,21.16,28.99,33.63,2011
569,NITRODERM TTS 5 10PATCHES,10.0,17.36,23.79,27.59,2011
3413,NITROLINGUAL SPRAY 250DOSES,250.0,21.3,29.18,33.85,2011
1396,NIZORAL 200MG 10TAB,10.0,34.95,47.88,55.54,2011
1397,NIZORAL CREAM 15GR,15.0,9.77,13.38,15.53,2011
2491,NIZORAL SHAMPO 100ML,100.0,31.84,43.62,50.6,2011
3627,NOCTURNO 7.5MG 20TAB,20.0,14.64,20.06,23.27,2011
3875,NOCTURNO LS 3.75MG 20TAB,20.0,13.46,18.44,21.39,2011
1429,NOLVADEX 10MG 30TAB,30.0,17.96,24.6,28.53,2011
3149,NOLVADEX 10MG 50TAB,50.0,29.92,41.0,47.56,2011
1430,NOLVADEX 20MG 30TAB,30.0,34.63,47.44,55.03,2011
2461,NOPAN 0.2MG 20 SUBLING TAB,20.0,29.96,41.04,47.61,2011
2332,NOPAN 0.2MG 50 SUBLING TAB,50.0,74.9,100.73,116.85,2011
4967,NORDITROPIN SIMPLEXx  5MG CART 1X1.5ML,1.0,673.01,790.78,917.31,2011
3868,NORDITROPIN SIMPLEXx 10MG CART 1X1.5ML,1.0,1333.58,1566.96,1817.67,2011
4968,NORDITROPIN SIMPLEXx 15MG CART 1X1.5ML,1.0,2108.93,2477.99,2874.47,2011
4521,NORITATE CREAM 1% 30G,30.0,,,,2011
6105,NORITATE CREAM 1% 60G,60.0,,,,2011
4432,NORLIP 200MG 60TAB,60.0,23.38,32.03,37.15,2011
1775,NORMALOL 100MG 30TAB,30.0,18.5,25.35,29.4,2011
3333,NORMALOL 25MG 30TAB,30.0,6.8,9.32,10.81,2011
1776,NORMALOL 50MG 30TAB,30.0,10.41,14.27,16.55,2011
1398,NORMITEN 100MG 30TAB,30.0,18.5,25.35,29.4,2011
3371,NORMITEN 25MG 30TAB,30.0,6.8,9.32,10.81,2011
1399,NORMITEN 50MG 30TAB,30.0,10.41,14.27,16.55,2011
1875,NORMOPRESAN 30TAB,30.0,12.83,17.57,20.39,2011
3014,NORPROLAC 0.075MG 30TAB,30.0,121.52,151.9,176.21,2011
3012,NORPROLAC 0.15MG 30T,30.0,215.46,253.17,293.68,2011
3393,NORTYLIN 25MG 30TAB,30.0,14.01,19.19,22.26,2011
3002,NORVASC 10MG 20TAB,20.0,17.85,24.45,28.36,2011
2978,NORVASC 5MG 20TAB,20.0,10.8,14.8,17.17,2011
3311,NORVIR 100MG 4X84CAPS,336.0,1803.28,2118.85,2457.87,2011
3544,NORVIR LIQUID 5X90ML,450.0,1737.36,2041.4,2368.02,2011
2334,NOTENSYL 10MG 20TAB,20.0,,,,2011
2333,NOTENSYL SYRUP 110ML,110.0,,,,2011
935,NOVERIL 240MG 20 SRTAB,20.0,,,,2011
2337,NOVITROPAN 5MG 100TAB,100.0,29.25,40.07,46.48,2011
4622,NOVOFEM 28TAB,28.0,33.2,45.49,52.77,2011
4621,NOVOMIX 30 FLEXPEN 5X3ML,15.0,172.94,216.17,250.76,2011
6159,NOVOMIX 50 FLEXPEN 5X3ML,15.0,173.07,216.34,250.96,2011
6160,NOVOMIX 70 FLEXPEN 5X3ML,15.0,173.07,216.34,250.96,2011
3808,NOVONORM 0.5MG 90TAB,90.0,62.36,83.88,97.3,2011
3809,NOVONORM 1MG 90TAB,90.0,68.83,92.58,107.39,2011
3810,NOVONORM 2MG 90TAB,90.0,73.66,99.07,114.92,2011
4881,NOVORAPID FLEXPEN 5X3MLX100IU/ML,15.0,170.81,213.52,247.68,2011
6585,NOVORAPID PENFILL 5X3MLX100IU/ML,15.0,151.35,189.18,219.45,2011
4342,NOVORAPID VIAL 10MLX100IU/ML,10.0,89.78,120.76,140.08,2011
6101,NOXAFIL SUSPENSION 40 MG/ML 105ML,105.0,3218.73,3782.01,4387.13,2011
814,NOZINAN 100MG 20TAB,20.0,23.83,32.65,37.87,2011
816,NOZINAN 25MG 20TAB,20.0,7.96,10.91,12.65,2011
1619,NUMBON 5MG 20TAB,20.0,5.65,7.75,8.99,2011
1620,NUSSIDEX SYRUP 115ML,115.0,,,,2011
4937,NUVARING 1VAGINAL RING,1.0,49.91,67.12,77.86,2011
4946,NUVARING 3VAGINAL RING,3.0,149.72,187.15,217.09,2011
4140,NYOLOL GEL 0.1% 5GR,5.0,17.04,23.34,27.07,2011
2073,NYSTATIN 50 DRAGEE,50.0,16.53,22.64,26.26,2011
2074,NYSTATIN OINT 15GR,15.0,4.12,5.64,6.55,2011
2076,NYSTATIN RM SUSP30ML,30.0,9.25,12.68,14.7,2011
4141,OCSAAR 12.5MG 30TAB,30.0,31.64,43.34,50.27,2011
3676,OCSAAR 12.5MG 7TAB,7.0,7.38,10.11,11.73,2011
3577,OCSAAR 50MG 30 TAB,30.0,35.49,48.63,56.41,2011
3828,OCSAAR PLUS 30TAB,30.0,35.97,49.28,57.17,2011
4395,OESTRODOSE PUMPS 80G,80.0,19.08,26.14,30.32,2011
2901,OESTROGEL 80G,80.0,12.32,16.88,19.58,2011
4398,OFLODEX 200MG 20TAB,20.0,58.65,78.88,91.5,2011
3344,OFLOX DROPS 5ML,5.0,13.45,18.43,21.38,2011
4408,OFLOXACIN-TEVA 200MG 10TAB,10.0,29.32,40.17,46.6,2011
6260,OFLOXACIN-TEVA 200MG 20TAB,20.0,58.65,78.88,91.5,2011
4090,OKACIN 3MG/ML EYE DROPS 5ML,5.0,18.79,25.75,29.87,2011
2804,OLBETAM 250MG 30CAP,30.0,36.34,49.79,57.75,2011
4924,OMACOR 28 CAPSULES,28.0,101.34,126.68,146.94,2011
6566,OMEPRA 10MG 28 CAPSULES,28.0,30.07,41.2,47.79,2011
6568,OMEPRA 20MG 14 CAPSULES,14.0,19.89,27.25,31.61,2011
6567,OMEPRA 20MG 28 CAPSULES,28.0,39.78,53.5,62.06,2011
6569,OMEPRA 40MG 28 CAPSULES,28.0,65.58,88.2,102.32,2011
4413,OMEPRADEX 10MG 30CAPLETS,30.0,44.08,59.28,68.77,2011
4358,OMEPRADEX 20MG 14CAPLETS,14.0,24.85,34.04,39.49,2011
3710,OMEPRADEX 20MG 30CAPLETS,30.0,53.25,71.62,83.08,2011
4414,OMEPRADEX 40MG 30CAPLETS,30.0,142.82,178.53,207.09,2011
3727,OMNIC 0.4MG 30 M.R. CAPS,30.0,38.74,52.1,60.44,2011
6004,OMNIC OCAS 0.4 30 FILM COATED TAB,30.0,83.52,112.33,130.3,2011
6656,ONBREZ BREEZHALER 150MCG INHAL 30 HARD CAPS,30.0,176.2,220.25,255.49,2011
6657,ONBREZ BREEZHALER 300MCG INHAL 30 HARD CAPS,30.0,176.2,220.25,255.49,2011
6559,ONGLYZA 5 MG 28 FC TAB,28.0,180.42,225.53,261.61,2011
6579,ONGLYZA 5 MG 30 FC TAB,30.0,193.31,227.14,263.48,2011
1623,OPTALGIN INJ 2CC5AMP,5.0,13.3,18.22,21.14,2011
3234,OPTI-GENTA 5ML,5.0,6.1,8.36,9.7,2011
4556,OPTILAST EYE DROPS 0.05% 6ML,6.0,30.5,41.78,48.46,2011
1626,OPTRYL EYE DROP 10ML,10.0,,,,2011
2080,ORACORT E PASTE 5G,5.0,,,,2011
2079,ORACORT PASTE 5G,5.0,9.85,13.49,15.65,2011
3165,ORALTEN 10MG 30TAB,30.0,,,,2011
3407,ORAP FORTE 4MG 20TAB,20.0,20.21,27.69,32.12,2011
1631,ORBENIL FORTE 10CAP,10.0,13.58,18.6,21.57,2011
1634,ORBENIL PIN 500MG,1.0,4.36,5.98,6.93,2011
6520,ORENCIA 250MG 1 VIAL POWDER FOR INFUSION,1.0,1771.6,2081.63,2414.69,2011
4093,ORFIRIL 300MG/3ML INJ 5AMP,5.0,168.51,210.63,244.33,2011
4581,ORGALUTRAN 0.25MG/0.5ML 1PREFILLED SYR,1.0,181.03,226.28,262.49,2011
4582,ORGALUTRAN 0.25MG/0.5ML 5PREFILLED SYR,5.0,905.13,1063.53,1233.69,2011
3417,ORSINON 500MG 30TAB,30.0,10.76,14.75,17.11,2011
2705,ORTHO-CYCLEN 1X21T,21.0,16.76,22.96,26.64,2011
2940,ORTHO-CYCLEN 3X21,63.0,50.28,67.63,78.45,2011
2870,ORTHO-GYNEST 20TABVG,20.0,23.38,32.03,37.15,2011
278,ORTHO-GYNEST VAG CRM 80G,80.0,26.99,36.98,42.9,2011
4292,OSMO ADALAT 20MG 30 SR TAB,30.0,15.87,21.75,25.23,2011
4412,OSMO ADALAT 30MG 30 SR TAB,30.0,35.88,49.16,57.03,2011
4293,OSMO ADALAT 60MG 30 SR TAB,30.0,48.2,64.83,75.2,2011
2977,OSPOLOT 200MG 50TAB,50.0,229.5,269.66,312.81,2011
1639,OTAREX 25MG 20TAB,20.0,7.42,10.16,11.79,2011
2081,OTOMYCIN EAR DPS10ML,10.0,,,,2011
465,OVESTIN VAG CRM 15G,15.0,23.26,31.87,36.97,2011
4917,OVITRELLE 250MCG/0.5ML PREFIL SYR SOL FOR INJ,1.0,193.04,226.82,263.11,2011
3351,OXACATIN SYR 120ML,120.0,11.16,15.29,17.74,2011
2082,OXACATIN SYR 150ML,150.0,13.95,19.11,22.17,2011
6573,OXALIPLATIN HOSPIRA 5MG/ML-100 MG POWDER VIAL,1.0,1188.21,1396.14,1619.52,2011
6572,OXALIPLATIN HOSPIRA 5MG/ML-50MG POWDER VIAL,1.0,617.39,725.43,841.5,2011
6466,OXALIPLATIN TEVA 100MG VIAL 20ML FOR INFUSION,1.0,1188.21,1396.14,1619.52,2011
6467,OXALIPLATIN TEVA 50MG VIAL 10ML FOR INFUSION,1.0,617.39,725.43,841.5,2011
6659,OXALIPLATIN TEVA 5MG/ML VIAL 40ML,1.0,2021.27,2374.99,2754.99,2011
4535,OXIS TURBUHALER 4.5MCG 60DOSES,60.0,82.5,110.96,128.72,2011
3610,OXIS TURBUHALER 9MCG 60DOSES,60.0,107.48,134.36,155.85,2011
1779,OXOPURIN 400MG 100SR CAPL,100.0,50.54,67.98,78.85,2011
1778,OXOPURIN 400MG 50SR CAPL,50.0,25.27,34.62,40.16,2011
3689,OXYCOD SYRUP 50ML,50.0,,,,2011
3198,OXYCONTIN 10MG 20TAB,20.0,37.85,51.86,60.15,2011
3199,OXYCONTIN 20MG 20TAB,20.0,77.48,104.22,120.89,2011
3687,OXYCONTIN 40MG 20TAB,20.0,145.45,181.81,210.9,2011
4870,OXYCONTIN 5MG 20TAB,20.0,22.08,30.26,35.1,2011
3688,OXYCONTIN 80MG 20TAB,20.0,245.42,288.37,334.51,2011
6130,PACLITAXEL TEVA 30MG/5ML VIAL,1.0,349.2,410.31,475.96,2011
4490,PALLADONE 10MG/2ML 5AMP,5.0,466.35,547.97,635.64,2011
4491,PALLADONE 2MG/2ML 5AMP,5.0,,,,2011
4974,PALOXI INJECTION 0.25MG/VIAL 5ML,1.0,384.69,452.01,524.34,2011
2735,PALUDRIN 100MG 100TAB,100.0,72.0,96.84,112.33,2011
2916,PAMID 2.5MG 30TAB,30.0,21.02,28.79,33.4,2011
1953,PAPAVERINE 40MG10SUPP,10.0,,,,2011
1961,PAPAVERINE 4OMG 30TAB,30.0,,,,2011
1962,PAPAVERINE 80MG 30TAB,30.0,,,,2011
1646,PARILAC 10MG 20CAPSULES,20.0,56.36,75.81,87.94,2011
1645,PARILAC 2.5MG 30TAB,30.0,25.14,34.45,39.96,2011
4911,PAROTIN 20MG 30TAB,30.0,37.65,51.58,59.84,2011
4604,PAROXETINE TEVA 20MG 30TAB,30.0,37.65,51.58,59.84,2011
2083,PARTANE 2MG 50TAB,50.0,9.43,12.92,14.99,2011
2084,PARTANE 5MG 50TAB,50.0,18.27,25.04,29.04,2011
4866,PATANOL 0.1% EYE DROPS 5ML,5.0,33.22,45.51,52.79,2011
6487,PAVULON 4MG/2ML SOLUTION FOR INJECTION 10AMP,10.0,81.6,109.75,127.31,2011
3774,PAXXET 20MG 30TAB,30.0,37.65,51.58,59.84,2011
3791,PAXXET 30MG 30TAB,30.0,57.53,77.38,89.76,2011
2456,PEDIAZOLE SUSP 100ML,100.0,29.22,40.03,46.44,2011
4701,PEGASYS PRE-FILLED SYR 135MCG/0.5ML,1.0,843.63,991.27,1149.87,2011
4702,PEGASYS PRE-FILLED SYR 180MCG/0.5ML,1.0,960.42,1128.49,1309.05,2011
4770,PEGINTRON PRE-FILLED PEN 100MCG,1.0,894.49,1051.02,1219.19,2011
4771,PEGINTRON PRE-FILLED PEN 120MCG,1.0,1071.94,1259.53,1461.05,2011
4772,PEGINTRON PRE-FILLED PEN 150MCG,1.0,1338.18,1572.37,1823.94,2011
4769,PEGINTRON PRE-FILLED PEN 80MCG,1.0,717.05,842.54,977.34,2011
1647,PENEDIL 10MG 30 SR TAB,30.0,36.29,49.72,57.67,2011
3293,PENEDIL 2.5MG 30 SR TAB,30.0,17.78,24.36,28.26,2011
1648,PENEDIL 5MG 30 SR TAB,30.0,28.23,38.68,44.87,2011
1653,PENIBRIN AMP 1G,1.0,4.12,5.65,6.55,2011
1654,PENIBRIN AMP 500MG,1.0,2.81,3.85,4.46,2011
6204,PEN-RAFA VK 500 40 CAPLETS,40.0,23.62,32.36,37.54,2011
6205,PEN-RAFA VK FORTE 60ML,60.0,,,,2011
2824,PENTASA 1G 28SUPP,28.0,226.65,266.32,308.93,2011
2895,PENTASA 500MG 100 SRTAB,100.0,147.65,184.56,214.09,2011
699,PENTASA ENEMA 7X1OOML,700.0,121.03,151.29,175.49,2011
4142,PENTASA SLOW RELEASE GRANULES 1GX100SACH,100.0,391.13,459.58,533.11,2011
4294,PENTOSTAM INJ 100MG/ML 100ML,100.0,383.84,451.01,523.17,2011
4492,PENTOXIFYLLINE-TEVA 400MG 90 SRTAB,90.0,45.49,61.18,70.97,2011
6210,PERCOCET 10 20TAB,20.0,,,,2011
2085,PERCOCET 10TAB,10.0,,,,2011
4674,PERCOCET 20TAB,20.0,,,,2011
2086,PERCODAN 10TAB,10.0,,,,2011
4288,PERDIX 15MG 28TAB,28.0,56.05,75.39,87.45,2011
6632,PERDIX 7.5 MG 30 TAB,30.0,51.09,68.72,79.71,2011
4289,PERDIX 7.5MG 28TAB,28.0,47.68,64.13,74.4,2011
4743,PERGOLIDE TEVA 0.05MG100TAB,100.0,69.8,93.88,108.9,2011
6257,PERGOLIDE TEVA 0.25MG 40TAB,40.0,50.88,68.43,79.38,2011
4744,PERGOLIDE TEVA 0.25MG100TAB,100.0,127.2,159.0,184.44,2011
4745,PERGOLIDE TEVA 1MG 100TAB,100.0,480.78,564.92,655.3,2011
6258,PERGOLIDE TEVA 1MG 30TAB,30.0,144.23,180.29,209.14,2011
6749,PERGOVERIS 150 IU/75IU VIAL (POWDER+SOLVENT),1.0,387.35,455.14,527.96,2011
4483,PERICATE 5AMP,5.0,251.16,295.12,342.34,2011
3759,PERIDOR 1MG 60TAB,60.0,6.41,8.78,10.18,2011
3760,PERIDOR 5MG 60TAB,60.0,40.51,54.48,63.2,2011
4489,PERIOSTAT 20MG 56TAB,56.0,95.32,119.15,138.22,2011
4590,PERMIXON 160MG 60CAPS,60.0,85.37,114.82,133.19,2011
2087,PERPHENAN 4MG 30TAB,30.0,34.66,47.48,55.08,2011
2088,PERPHENAN 8MG 20TAB,20.0,23.87,32.7,37.93,2011
1284,PEVISONE CRM 1% 15GR,15.0,26.99,36.98,42.9,2011
3233,PHENICOL 0.5% 10ML,10.0,8.68,11.89,13.8,2011
3232,PHENIMYXIN 10ML,10.0,,,,2011
1955,PHENOBARBITONE 100MG 30TAB,30.0,11.8,16.16,18.75,2011
6590,PICO-SALAX POWDER FOR SOL SACHET 2X16.1G,2.0,29.33,40.18,46.61,2011
3230,PILOCARPINE 2% 10ML,10.0,9.3,12.73,14.77,2011
3228,PILOCARPINE 4% 10ML,10.0,12.7,17.39,20.18,2011
2259,PINDEN 5 30TAB,30.0,9.29,12.73,14.77,2011
1335,PK-MERZ 100MG 100TAB,100.0,52.8,71.02,82.38,2011
481,PLAQUENIL 200MG 100TAB,100.0,81.25,109.28,126.77,2011
6281,PLAVIX 300MG 30 TAB,30.0,398.54,468.29,543.21,2011
3779,PLAVIX 75MG 30TAB,30.0,83.12,111.79,129.68,2011
3059,PNEUMO 23 VIAL 0.5ML,1.0,60.67,81.6,94.66,2011
1205,PNEUMOVAX 23 25MCG/0.5ML,1.0,46.93,63.12,73.22,2011
4435,POLIACEL SUSP FOR INJ 0.5ML I.M.,1.0,,,,2011
2401,POLYCUTAN CREAM 15GR,15.0,,,,2011
2450,POLYCUTAN CREAM 30GR,30.0,,,,2011
2402,POLYCUTAN CREAM 5GR,5.0,,,,2011
6317,PRADAXA 110MG 10CAPS,10.0,101.99,127.48,147.88,2011
6318,PRADAXA 110MG 30CAPS,30.0,305.96,359.51,417.03,2011
6319,PRADAXA 110MG 60CAPS,60.0,611.93,719.02,834.06,2011
6320,PRADAXA 75MG 10CAPS,10.0,99.56,124.44,144.35,2011
6321,PRADAXA 75MG 30CAPS,30.0,298.67,350.93,407.08,2011
6322,PRADAXA 75MG 60CAPS,60.0,597.33,701.86,814.16,2011
1880,PRAMIN 10MG 30TAB,30.0,10.07,13.79,16.0,2011
1876,PRAMIN 5AMP 10MG/2ML,5.0,6.21,8.5,9.86,2011
1878,PRAMIN ADULT 6SUPP,6.0,7.44,10.19,11.82,2011
1877,PRAMIN CHILD 6SUPP,6.0,,,,2011
6614,PRAMIN INJECTION 10MG/2ML 50AMP,50.0,62.07,83.48,96.83,2011
3069,PRANDASE 100MG 30TAB,30.0,24.25,33.22,38.54,2011
3068,PRANDASE 50MG 30TAB,30.0,16.97,23.25,26.97,2011
4835,PRAVALIP 10 30TAB,30.0,20.78,28.47,33.03,2011
4836,PRAVALIP 20 30TAB,30.0,34.6,47.4,54.98,2011
4837,PRAVALIP 40 30TAB,30.0,49.24,66.23,76.83,2011
4480,PRAVASTATIN-TEVA 10MG 30TAB,30.0,20.78,28.47,33.03,2011
4481,PRAVASTATIN-TEVA 20MG 30TAB,30.0,34.6,47.4,54.98,2011
4482,PRAVASTATIN-TEVA 40MG 30TAB,30.0,49.24,66.23,76.83,2011
4507,PRED-FORTE 1% OPH 5ML,5.0,13.73,18.81,21.82,2011
1982,PREDNISONE 1MG 100TAB,100.0,15.32,20.99,24.35,2011
1983,PREDNISONE 20MG 30TAB,30.0,20.18,27.64,32.07,2011
1984,PREDNISONE 5MG 30TAB,30.0,7.39,10.13,11.75,2011
1830,PREDNISTYLE DROPS 5CC,5.0,,,,2011
486,PREGNYL 5000I.U 3AMP,3.0,58.19,78.27,90.79,2011
4798,PRESINEX SOL 0.6MG 6ML (60SPRAYS),60.0,152.6,190.76,221.28,2011
2403,PRESSOLAT 10MG 20TAB,20.0,,,,2011
2404,PRESSOLAT 20MG 20TAB,20.0,,,,2011
4786,PREVENAR SUSP INJ 0.5ML 1 PREFIL SYRINGE,1.0,259.56,304.98,353.77,2011
6094,PREZISTA  300MG 120TABLETS,120.0,3304.06,3882.27,4503.43,2011
6643,PREZISTA 150 MG 240 F.C.TAB,240.0,3400.44,3995.52,4634.8,2011
6297,PREZISTA 400MG 60TAB,60.0,2196.46,2580.84,2993.78,2011
6298,PREZISTA 600MG 60TAB,60.0,3306.38,3885.0,4506.6,2011
6642,PREZISTA 75 MG 480 F.C.TAB,480.0,3400.32,3995.38,4634.64,2011
119,PRIMOLUT NOR 5MG 20TAB,20.0,9.35,12.81,14.86,2011
1663,PRIMONIL 25MG 50TAB,50.0,8.45,11.58,13.43,2011
4146,PRIORIX  VIAL 0.5ML,1.0,68.82,92.57,107.38,2011
3114,PRIZMA 20MG 30TAB,30.0,30.65,42.0,48.72,2011
3607,PRIZMA FRTE 60MG 20T,20.0,,,,2011
1403,PROAF NASAL SPY 10CC,10.0,,,,2011
2262,PROCOR 200MG 30TAB,30.0,21.17,29.0,33.64,2011
4147,PROCTOFOAM H.C.RECTAL AEROSOL 10GR,10.0,,,,2011
1664,PROCTOZORIN N OIN25G,25.0,,,,2011
2700,PRO-CURE 5MG 28TAB,28.0,55.07,74.07,85.92,2011
820,PROFENID 100MG 12SUPP,12.0,10.68,14.63,16.97,2011
821,PROFENID 50MG 24CAPS,24.0,8.76,12.0,13.93,2011
4148,PROFEX 150MG 30TAB,30.0,15.42,21.12,24.5,2011
4149,PROFEX 300MG 30TAB,30.0,32.18,44.09,51.14,2011
2472,PROFITEN 1MG 30TAB,30.0,14.56,19.94,23.13,2011
2480,PROFITEN SYROP 100ML,100.0,14.46,19.81,22.98,2011
6132,PROGRAF 0.5 MG 50CAPSULES,50.0,298.15,350.33,406.38,2011
6133,PROGRAF 1 MG 100 CAPSULES,100.0,968.55,1138.05,1320.13,2011
6134,PROGRAF 5 MG 50CAPSULES,50.0,2290.56,2691.41,3122.03,2011
121,PROGYLUTON 21TAB(11+10),21.0,,,,2011
4365,PROGYNOVA 2MG 28TAB,28.0,19.24,26.36,30.58,2011
1786,PROLOL 10MG 50TAB,50.0,7.27,9.96,11.55,2011
1785,PROLOL 40MG 50TAB,50.0,8.8,12.06,13.98,2011
3439,PROMETHAZINE 0.1% 100ML,100.0,13.81,18.92,21.95,2011
2880,PROMETHAZINE EX100ML,100.0,,,,2011
6085,PROMNIX 0.4 MG 30  MR CAPSULES,30.0,38.74,52.1,60.44,2011
3726,PROPECIA 1MG 30TAB,30.0,236.64,278.06,322.54,2011
6176,PROPECIA 1MG 98TAB,98.0,773.03,908.31,1053.65,2011
1667,PROPYL-THIOCIL 30TAB,30.0,12.9,17.68,20.51,2011
6510,PROTELOS 2G 28SACHET,28.0,167.76,209.7,243.25,2011
2342,PROTHIAZINE 25MG 30TAB,30.0,6.64,9.1,10.55,2011
2340,PROTHIAZINE EXP110ML,110.0,,,,2011
2341,PROTHIAZINE SYR110ML,110.0,15.19,20.81,24.14,2011
